,MSE
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SMD')",7.689942607599114e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",7.734594841969901e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY')",7.758943561755094e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'O', 'PHY', 'SAR', 'SML', 'SMD')",7.827147060543476e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'SAR', 'SML', 'SMD')",7.857459392308808e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SML', 'SMD')",7.914907776064002e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",7.95222342105289e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SMD')",7.996367089547737e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'PHY', 'SAR', 'SMD')",8.027561136115734e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.050567723470932e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'PHY', 'SAR', 'SMD')",8.068480376586503e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.149636506567273e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SMD')",8.175410113584758e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.27429608379966e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML')",8.290831245615162e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML')",8.310997838618774e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.419685739007667e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SMD')",8.42118209629649e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.424099579235682e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.451283779474155e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.452154961847437e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'PHY', 'SAR', 'SML')",8.522828315326218e-31
"LinearRegression(n_jobs=-1) - ('cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",8.534745759173499e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",8.552614777938767e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.563492520542631e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",8.629360829273445e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.636424327807761e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",8.670514792456185e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.670775846241616e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",8.672749172118228e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.72242687993765e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.795071302343891e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.851040632087108e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",8.863414731979794e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",8.86395263819473e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'PHY', 'SAR', 'SML')",8.878853016506658e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",8.880347116846328e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",8.960662909425582e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'SAR', 'SML', 'SMD')",8.976949806834192e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.040254221326538e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.091576492762536e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'SAR', 'SML', 'SMD')",9.130340346791635e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'PHY', 'SAR', 'SML', 'SMD')",9.204260697786034e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'SAR', 'SML', 'SMD')",9.226737654406525e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.251600958598732e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",9.274946840643351e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",9.286837201100789e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'PHY', 'SAR', 'SML', 'SMD')",9.317520424843692e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SML', 'SMD')",9.348590339208244e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'B', 'O', 'SAR', 'SML', 'SMD')",9.363601308028696e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.368391306448975e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.396937199343439e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SML', 'SMD')",9.498917446847896e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",9.512116085498026e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML')",9.517284499059722e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.617552474472997e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SMD')",9.620834830858685e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",9.64794981798978e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",9.682596244446369e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",9.800932602466811e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'SAR', 'SML', 'SMD')",9.846896876612214e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",9.865130016507591e-31
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SML', 'SMD')",9.940052452926178e-31
"LinearRegression(n_jobs=-1) - ('blood pressure', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.94740107937023e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",9.964563673050428e-31
"LinearRegression(n_jobs=-1) - ('cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.973185218817099e-31
"LinearRegression(n_jobs=-1) - ('cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",9.988815344022017e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",9.997172074421335e-31
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0022218191494983e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML')",1.0053777111509475e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML')",1.0072224661574444e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",1.007732160507961e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",1.0088504035819207e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",1.00898657284752e-30
"LinearRegression(n_jobs=-1) - ('cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.013095499244887e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR')",1.0145739514037582e-30
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.0185843995863906e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SML', 'SMD')",1.0264998211945454e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SML', 'SMD')",1.0289242359753196e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",1.0305289268235141e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",1.0307455939422577e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'PHY', 'SML', 'SMD')",1.0342568802037572e-30
"LinearRegression(n_jobs=-1) - ('blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0389210913245431e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SML', 'SMD')",1.0419943037553329e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.0439627395754459e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.04800666583719e-30
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0505903459965685e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'SAR', 'SML', 'SMD')",1.0540798150829166e-30
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0575010490731883e-30
"LinearRegression(n_jobs=-1) - ('blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0675758443998486e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.0703678409661024e-30
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",1.0748213282675827e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.0826377450395335e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SML', 'SMD')",1.0854271084984417e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0862187710298786e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'SAR', 'SML', 'SMD')",1.090569416681594e-30
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.0989245672165043e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'B', 'O', 'SAR', 'SML', 'SMD')",1.104908642202303e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SMD')",1.1082346329382937e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",1.110940113120327e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.1141175966020122e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SMD')",1.1153862277212389e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.1179062619144864e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.1184693707283044e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR')",1.1221442105717998e-30
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.1304971793891949e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SMD')",1.1325557427121741e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.13721265636403e-30
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.1377275416976e-30
"LinearRegression(n_jobs=-1) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML')",1.138313295234592e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'O', 'PHY', 'SAR', 'SMD')",1.1454035010005597e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SMD')",1.1456314528650712e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",1.1509664292743009e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML')",1.151050538246091e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",1.1579522887577349e-30
"LinearRegression(n_jobs=-1) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.158596045887974e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML')",1.1597819974365411e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",1.1610655244201814e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'SAR', 'SMD')",1.1628977157430566e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR')",1.1634320108393471e-30
"LinearRegression(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'SML', 'SMD')",1.1697382277010002e-30
